game_id,title,genre,author,text,link,status,rating,rating_count,tags,ave_session_time,platforms
1109093,Hakuen Studio Sample Project,,Hakuen Studio,The project used to build all Hakuen plugins,https://hakuenstudio.itch.io/hakuen-studio-sample-project,Released,5.0,7.0,"eli, eliaquim, hakuen-studio, rmmv, rmmz, RPG Maker, sample-project",A few seconds,
1110444,Ultra Custom Night,Survival,Ultra Custom Night,,https://ultra-custom-night.itch.io/ultra-custom-night,Released,4.0,13.0,"customnight, fanmade, Five Nights at Freddy's, official, original, ultimate, ultra",,"Windows, Android"
1112864,Icarus Proudbottom Teaches Typing Collection,,Holy Wow,A collection of all six single-player Icarus Proudbottom Typing titles!,https://holywow.itch.io/icarus-proudbottom-teaches-typing-collection,Released,4.8,12.0,"Comedy, Funny, Indie, keyboard, Typing, typing-game",,Windows
1116242,Fallow,Adventure,Ada Rook,"Clinging to the memory of her vanished sisters, an isolated woman wanders a dying reality.",https://adarook.itch.io/fallow,Released,5.0,31.0,"Atmospheric, Exploration, Female Protagonist, Gothic, mythology, Pixel Art, Story Rich, supernatural, Surreal",,Windows
1117003,Skyland,Strategy,evanbowman,Realtime strategy game for GBA,https://evanbowman.itch.io/skyland,In development,5.0,9.0,"16-bit, 2D, blocks, Game Boy, Game Boy Advance, Multiplayer, Pixel Art, Real time strategy, Retro, Singleplayer",About a half-hour,"Windows, macOS, Linux, Android"
1120412,Unreal Racing,Racing,Kronbits,Semi Arcade racing. Made with Unreal.,https://kronbits.itch.io/unreal-racing,Prototype,4.5,32.0,"3D, Arcade, drift, Driving, rally, Singleplayer, Unreal Engine",,Windows
1122698,Prototype Mint B,Visual Novel,Alva-Radio,Have a small chat with an AI,https://alva-radio.itch.io/prototypemintb,Released,4.7,202.0,"2D, Ren'Py, Short",,"HTML5, Windows, macOS, Linux"
1124624,Alaris,Visual Novel,Crescence Studio,Not all mysteries can be explained by the logic of man,https://crescence-studio.itch.io/alaris,In development,4.8,394.0,"Amare, Anime, Fantasy, LGBT, Narrative, Otome, Romance, Story Rich",About an hour,"Windows, macOS, Linux"
1128580,Extraneum,Action,David Jalbert,Fight your way through biohacked monstrosities and stop their progress in this old school FPS,https://davidjalbert.itch.io/extraneum,Released,4.6,79.0,"2D, 3D, First-Person, FPS, Low-poly, Pixel Art, Retro, Sci-fi, Singleplayer",About a half-hour,"Windows, Linux"
1130050,The Keeper,Puzzle,Comp-3 Interactive,The light will lead you home,https://comp3interactive.itch.io/the-keeper,Released,4.5,316.0,"Atmospheric, haunted-ps1, Horror, ps1, PSX (PlayStation), resident-evil, scary, Short, silent-hill, Unity",About a half-hour,"Windows, macOS, Linux"
1131183,inbento,Puzzle,afterburn,A food-themed puzzle game where you have to arrange lunches in bento boxes!,https://afterburn.itch.io/inbento,Released,4.6,110.0,"bento, cat, Cooking, cuisine, family, Food, japan, kitten, minimal, sushi",A few minutes,"Windows, macOS, Android"
1132164,Silent Playhouse Residence,Action,Cryziel,Solve the mystery of the old abandoned house,https://cryziel.itch.io/silent-playhouse-residence,In development,4.4,22.0,"abandoned, demetrescu, evil, hill, Horror, lady, pt, resident, silent, visage",,
1136897,Otome Boyfriend by chULang,Visual Novel,ChangLU,otome short romance stories,https://changlu.itch.io/otome-boyfriend,Released,4.4,45.0,"2D, boyfriend, free, Otome, Ren'Py, Romance, Short, visualnovel",,Windows
1140553,Deep Dungeon,Role Playing,Lazy Dev Games,"A roguelike for the Gameboy, built in GB Studio. GBCOMPO21 Entry.",https://lazydevs.itch.io/deep-dungeon,Released,4.3,55.0,"1-bit, 2D, Dungeon Crawler, Game Boy, Game Boy ROM, gb-studio, gbstudio, Roguelike, Roguelite",,HTML5
1141747,windsor road,Role Playing,everydaylouie,nostalgic game boy game,https://everydaylouie.itch.io/windsor-road,Released,4.9,154.0,"boston, Game Boy, gb-studio, pixel",,HTML5
1145806,The Age of Hell,Action,Hellforge Studios,A new hell themed retro FPS game in the GZDoom engine,https://hellforge-studios.itch.io/the-age-of-hell,In development,4.5,33.0,"First-Person, FPS, Retro, slaughter",,Windows
1146515,THERE SWINGS A SKULL,Interactive Fiction,Quinn K.,"Like joined wicks, we'll all burn together",https://quinnk.itch.io/there-swings-a-skull,In development,4.8,106.0,"2D, Horror, LGBT, RPG Maker",About a half-hour,Windows
1150914,Behind the Frame: The Finest Scenery,Interactive Fiction,Akupara Games,Uncover an emotional tale of chance and artistry through paintings and puzzles to help an artist with her masterpiece.,https://akuparagames.itch.io/behind-the-frame-the-finest-scenery,Released,4.7,59.0,"Anime, Casual, Escape Game, Female Protagonist, First-Person, Narrative, Point & Click, Story Rich",A few minutes,
1152154,Hexblade,Action,R_Goulart,Take the curse sword and fight against the Blademaster and his monsters.,https://r-goulart.itch.io/hexblade,Released,4.5,179.0,"2D, Boss battle, Pixel Art",,"HTML5, Windows"
1154240,Colorful未来 - Spooky Edition,Visual Novel,Honey Bunny,Get shelter inside a dark mansion and meet hot boys.,https://honeybunny-of.itch.io/colorful-spooky-edition,Released,4.4,86.0,"Comedy, Dark, Dark Fantasy, Female Protagonist, Multiple Endings, Narrative, Otome, Romance, Story Rich",A few hours,"Windows, macOS, Linux, Android"
1156084,Under Pretense Of Death: The Moon,Visual Novel,PekaQueen,Short visual novel,https://pekaqueen.itch.io/upod-moon,Released,4.7,87.0,"Action-Adventure, Amare, Dating Sim, Fantasy, Female Protagonist, Otome, Point & Click, Romance, Story Rich",About an hour,"Windows, macOS"
1157145,SuperDrome Bugs,Adventure,Pistacho Duck,Small game about a pest extinguisher guy in need of work,https://pistachoduck.itch.io/superdrome-bugs,Released,4.6,29.0,DRM Free,A few minutes,"HTML5, Windows, macOS, Linux, Android"
1165696,Scratchin' Melodii (Beta Demo),Rhythm,LJ LephemStar,A radical rhythm game about self expression.,https://lj-lephemstar.itch.io/scratchin-melodii,In development,4.8,681.0,"Cute, Hand-drawn, Low-poly, Unity",,Windows
1166610,Butcher Valley,Adventure,Sight Cel,Two adventurers looking for a good time,https://sight-cel.itch.io/butcher-valley,Released,4.5,49.0,"Atmospheric, cake, Creepy, dialog, Horror, papeero, Short, stranded, strangers",About a half-hour,"Windows, macOS, Linux"
1168467,XESS,Strategy,Regnslöja,"Chess, but a lot",https://regnsloja.itch.io/xess,Released,4.9,12.0,"Board Game, Chess, Mouse only, Multiplayer, Pixel Art, Space",A few seconds,"Windows, Linux"
1169767,Force Reboot,Shooter,ln404,NONSTOP FPS ROGUELITE,https://ln404.itch.io/force-reboot,In development,4.6,139.0,"Fast-Paced, First-Person, FPS, Low-poly, Roguelike, Roguelite, Singleplayer, Unity",A few minutes,Windows
1171180,Mud Warriors - Gameboy,Adventure,Polyducks,A gameboy narrative exploration game,https://polyducks.itch.io/mud-warriors-gameboy,Released,4.9,64.0,"analogue-pocket, Game Boy, Game Boy ROM, gbstudio, Narrative, Pixel Art, pocket, Story Rich",About a half-hour,HTML5
1172488,The Bastard of Camelot,Interactive Fiction,Llamagirl,A high fantasy drama based on Arthurian legends,https://llamagirl.itch.io/the-bastard-of-camelot,In development,4.9,1076.0,"arthurian, Dragons, drama, Fantasy, Magic, Queer, Romance",,HTML5
1172733,Morgan's Skate Club,,SpaceDimSum,,https://spacedimsum.itch.io/morgansskateclub,In development,4.8,38.0,"skateboard, Skating",About a half-hour,"Windows, Linux"
1173730,The Well,Adventure,Yames,Lovecraftian Body Horror Loveletter,https://pantagruel.itch.io/the-well,Released,4.8,53.0,"Horror, Lovecraftian Horror, one-button, Pixel Art",,"Windows, macOS"
1175894,Peyton's Post-Op Visits,Visual Novel,littlerat,reconnect with a trans friend you haven't seen in years,https://littlerat.itch.io/peytons-post-op-visits,Released,4.9,40.0,"2D, friendship, LGBT, Ren'Py, Transgender",About a half-hour,"Windows, macOS, Linux"
1180484,Frontier Diver Progenexis,Shooter,Modus Interactive,Dive into the depths of END CITY and discover the horrors NT-Field crisis has left in its wake.,https://modus-interactive.itch.io/frontier-diver-progenexis,Released,4.8,55.0,"hauntedps1, Horror, Low-poly, PSX (PlayStation), Shoot 'Em Up",,"Windows, macOS, Linux"
1190982,Graveyard Girls,Visual Novel,Delphinium Interactive,"""Grief isn’t a low. It’s a terrifying high, atop a mountain I never climbed.""",https://tidalblossoms.itch.io/graveyard-girls,Released,4.7,53.0,"Anime, Cute, Dating Sim, Female Protagonist, Halloween, Lesbian, LGBT, Romance, Story Rich, Yuri",About a half-hour,"Windows, macOS, Linux"
1191526,The Life We've Chosen,Visual Novel,Cryoslight,Your quiet conversations with the aging demon have become alarmingly normal. Is it time to finally tell someone..?,https://cryoslight.itch.io/the-life-weve-chosen,Released,4.7,117.0,"Atmospheric, Dark, First-Person, LGBT, Monsters, Narrative, Queer, Story Rich",,"Windows, macOS, Linux"
1194316,Pac Man's Sky,Action,Krzyhau,Pac-Man but in space!,https://krzyhau.itch.io/pacmansky,In development,4.7,60.0,"2D, Arcade, LÖVE, Retro, Space",A few minutes,HTML5
1194704,Rhythm Any Music,Rhythm,Lucas Games,Play using your own music!,https://lucasmouraweb.itch.io/rhythm-any-music,Released,4.9,10.0,"Casual, Music, Procedural Generation, rhythm-any-music, rhythm-game, song, Unreal Engine",A few minutes,Windows
1194704,Rhythm Any Music,Rhythm,Lucas Games,Play using your own music!,https://lucasmouraweb.itch.io/rhythm-any-music,Released,4.9,10.0,"Casual, Music, Procedural Generation, rhythm-any-music, rhythm-game, song, Unreal Engine",A few minutes,Windows
1194704,Rhythm Any Music,Rhythm,Lucas Games,Play using your own music!,https://lucasmouraweb.itch.io/rhythm-any-music,Released,4.9,10.0,"Casual, Music, Procedural Generation, rhythm-any-music, rhythm-game, song, Unreal Engine",A few minutes,Windows
1194704,Rhythm Any Music,Rhythm,Lucas Games,Play using your own music!,https://lucasmouraweb.itch.io/rhythm-any-music,Released,4.9,10.0,"Casual, Music, Procedural Generation, rhythm-any-music, rhythm-game, song, Unreal Engine",A few minutes,Windows
1195065,DESIRE FANTASY DEMO [Asset Pack Demo]-RPG RETRO TOPDOWN,,Noiracide,TEST the demo of the DESIRE FANTASY collection assets for your game !,https://noiracide.itch.io/df-demo,In development,4.7,18.0,"16-bit, 2D, Anime, Fantasy, Manga, Pixel Art, RPG Maker, Sprites, Top-Down",,"HTML5, Windows, macOS, Linux, Android"
1196115,Devil Catcher 2.3,Platformer,Tenkaiyo,A third-person Platformer with Light Combat elements.,https://tenkaiyo.itch.io/devil-catcher,Released,4.3,96.0,"3D, Anime, Cute, Low-poly, Retro, Short, Singleplayer, Third Person",,"Windows, macOS, Linux"
1199082,Bloodwash,Adventure,TORTURE STAR VIDEO,Can Sara survive a late-night trip to the Laundromat or will the Womb Ripper perform an early delivery?,https://torturestar.itch.io/bloodwash,Released,4.7,52.0,"grindhouse, Horror, killer, ps1, PSX (PlayStation), Retro, serial-killer, Slasher, Survival Horror, vhs",,Windows
1200874,Hush Little Lily,Visual Novel,Orlon the dog,"A point-and-click, exploration horror game",https://orlondogmann.itch.io/hush-little-lily,Released,4.6,49.0,"2D, Anime, Creepy, Dark, Exploration, Horror, Point & Click, Short, Survival Horror",About a half-hour,"Windows, macOS, Linux, Android"
1208206,MADFPS 2,Action,vlowoid,Madness Combat themed first person shooter,https://vlowoid.itch.io/madfps-2,Released,3.8,17.0,"3D, First-Person, FPS, madness, madness-combat, melee",,Windows
1208403,Necrow Co.,Platformer,ZahranW,Short platformer made for GBJam9,https://zahranworrell.itch.io/necrow-co,,,,,,
1209139,Beau Ideals Chapter 1,Visual Novel,Mouse & Ram,Fantasy visual novel in development,https://mouse-ram.itch.io/beau-ideals,In development,4.8,73.0,"Amare, beau-ideals, Fantasy, lau-lyssa, Ren'Py, Text based",A few hours,"Windows, Linux"
1212577,Shin AI Talking Simulator,Visual Novel,letsdrawkittens,shin gives you advice and dabs (working title),https://letsdrawkittens.itch.io/shin-ai-talking-simulator,Released,4.8,38.0,"Fangame, Horror",,"Windows, macOS"
1212937,Toree 2,Action,Siactro,A bite-sized 3D Platformer sequel to Toree 3D!,https://siactro.itch.io/toree-2,Released,4.6,77.0,"3D, 3D Platformer, Low-poly, PSX (PlayStation), sega-saturn",,Windows
1212963,Stillwater,Visual Novel,Studio Clump,"Private Investigator Hugo Laurent, gets reeled into a murky mystery entangled in lies, secrets, and a family curse.",https://studioclump.itch.io/stillwater,Released,4.7,661.0,"Anime, Atmospheric, Horror, Mystery, Short",About a half-hour,"Windows, macOS, Linux, Android"
1214680,Ghost Castle: Gengar's Love Quest,Visual Novel,Ghost Castle,A ghost Pokémon visual novel.,https://ghostcastle.itch.io/ghost-castle-gengars-love-quest,Released,5.0,23.0,"Boys' Love, Ghosts, pokemon, Romance, Yaoi",,
1215019,Kohana,Visual Novel,Mushroomallow,"Once close, now far apart. What should be done to close the distance?",https://mushroomallow.itch.io/kohana,Released,4.7,52.0,"Dark Fantasy, Folklore, Halloween, Male protagonist, Narrative, Ren'Py, spooktober, Story Rich, supernatural",About an hour,"Windows, macOS, Linux, Android"
1217889,Thrive,Simulation,Revolutionary Games Studio,An open source game about evolution,https://revolutionarygames.itch.io/thrive,In development,5.0,11.0,"3D, DRM Free, nature, Open Source, Procedural Generation, Sandbox, Top-Down",A few minutes,"Windows, Linux"
1224810,Squid Game,Survival,FarwalDev,"Game based on the popular series on Netflix, Squid Game.",https://farwaldev.itch.io/squid-game,Released,3.4,20.0,"3D, Atmospheric, Creepy, Horror, Multiplayer, Short, Singleplayer, Survival Horror",A few minutes,"Windows, Linux, Android"
1225066,Plactions,Platformer,rob1221,Plactions is a puzzle platformer with consumable actions.,https://rob1221.itch.io/plactions,Released,4.7,91.0,"2D, Puzzle-Platformer, Singleplayer, Stencyl",A few minutes,HTML5
1228289,LIMINAL DREAMS,Adventure,CrimsongCat,Explore dreams worlds and discover the truth behind them.,https://crimsongcat.itch.io/liminal-dreams,Released,4.5,145.0,"3D, Exploration, First-Person, Horror, PSX (PlayStation), Surreal",About an hour,Windows
1230512,Squid Game: The Game,Survival,shawcat,45.6 Billion Won is Child's Play,https://shawcat.itch.io/squid-game-the-game,In development,4.4,19.0,"3D, Comedy, Fast-Paced, Horror, suspense",A few minutes,Windows
1232552,Attollo,Interactive Fiction,AJendryke,,https://ajendryke.itch.io/attollo,In development,4.8,276.0,"Cyberpunk, Horror, Romance, Sci-fi, Thriller",A few hours,HTML5
1233450,Chinese social credit test,Educational,Ximer,best social credit china test - Approved by John Xima,https://ximer.itch.io/chinese-social-credit-test,Released,4.5,49.0,"china, chinese, Funny, Internet, Meme, Multiple Endings, test, Text based, Unity",,"HTML5, Windows, Android"
1253000,🔱 UDAGame 🔱,Adventure,mrdrnose,"Explore the unknown dungeons full of treasure, doors and rooms. But keep in mind the creatures guards this place.",https://mrdrnose.itch.io/udag,On hold,4.5,22.0,"3D, Atmospheric, First-Person, Low-poly, Mystery, Retro, Sci-fi, secrets",,Windows
1254902,Aliens vs. Ghosts,Shooter,Sayan,Early Alpha Build,https://sayan23.itch.io/aliens-vs-ghosts,In development,4.7,6.0,"3D, Aliens, First-Person, FPS, Ghosts, Halloween, Robots, Sci-fi, Spooky",,Windows
1259497,Fngs Fr Th Mmrs,Adventure,FungalDragon,A group of friends find themselves turning into their Halloween costumes.,https://fungaldragon.itch.io/fngs-fr-th-mmrs,Released,4.0,26.0,"Halloween, Hand-drawn, Horror, minigames, Pixel Art, Short, transformation, Vampire, werewolf",About a half-hour,
1260810,"BITE ME, BITE ME",Visual Novel,PACCHI STUDIO,Make a hot vampire drink your blood!,https://pacchistudio.itch.io/bite-me-bite-me,Released,4.5,84.0,"2D, Anime, Boys' Love, Fangame, Yaoi",A few minutes,"HTML5, Windows, macOS, Linux, Android"
1266375,"Spica, Chinatsu and Haruka's Enchanting, Marvelous, and quite frankly Elaborate quest to save their (cute) girlfriend!!!",Visual Novel,milkky,useless lesbian gets kidnapped??,https://milkkylemon.itch.io/yukis-4p-2,Released,4.8,277.0,"2D, Anime, Cute, Female Protagonist, Lesbian, LGBT, protagonist-is-still-a-useless-gay, Ren'Py, Romance, Yuri",About an hour,"Windows, macOS, Linux"
1273084,Sonic (PC Port) All Versions,Platformer,Creepy Sonic Gothix 2008,"All The Versions Of The Fangame Called Sonic (PC Port) Which Is Based On The Story Called ""Sonic.exe""",https://creepy-sonic-gothix-2008.itch.io/sonic-pc-port-all-versions,Released,5.0,5.0,Horror,,Windows
1273770,Neverlooted Dungeon demo,Role Playing,Wild Mage Games,Try to loot a dungeon filled with vicous deadly traps,https://wildmagegames.itch.io/neverlooted-dungeon-demo,In development,5.0,24.0,"Atmospheric, Dark Fantasy, Dungeon Crawler, Exploration, First-Person, Immersive, Physics, Traps",About an hour,"Windows, Linux"
1276474,Shovel Adventure (ZX Spectrum 128k),Action,Pat Morita Team,"Egypt, pyramids, mummies, treasures, a bit of colour clash, you and your shovel.",https://patmorita.itch.io/shovel-adventure-zx,Released,4.9,14.0,"128k, Arcade, egypt, shovel, speccy, ZX Spectrum",,
1277911,Warp The Fight,Shooter,MrKtosiek,Multiplayer arena shooter with impossible spaces,https://mrktosiek.itch.io/warp-the-fight,On hold,4.8,21.0,"3D, Arena Shooter, Fast-Paced, First-Person, FPS, Low-poly, Multiplayer, non-eucledian, party-game, PvP",A few minutes,Windows
1278169,Nightmare Frames,Adventure,Postmodern Adventures,A supernatural point 'n click adventure game.,https://postmodernadventures.itch.io/nightmare-frames,Released,4.6,23.0,"Atmospheric, Creepy, Horror, Narrative, Pixel Art, Point & Click, Retro, Story Rich",A few hours,Windows
1281581,Infinite Monkeys,Educational,Skullbutton Interactive,An obtuse idle game about monkeys on typewriters.,https://skullbutton.itch.io/infinite-monkeys,Released,4.4,141.0,"Animals, Funny, Idle, Math, monkey, Pixel Art, random, sitting-simulator",,HTML5
1285091,Danganronpa: Lapse,Visual Novel,Cynthia,10 students find themselves trapped in a luxurious mansion...,https://mythridate.itch.io/danganronpa-lapse,Released,4.6,145.0,"2D, Fangame, Mystery, Psychological Horror, Text based, tragedy",A few hours,"Windows, macOS"
1296015,Touhou WitchTempo,Rhythm,祈月 kdzki,A FUN and cute potion making rhythm game!,https://kdzki.itch.io/witchtempo,Released,4.6,14.0,"making, potion, Singleplayer, tempo, Touhou, witch",,Windows
1296335,Drunk As I Like - Gensokyo Chugging Contest,Action,Trace,Try to fit as much beer in your face as you can!,https://trace42.itch.io/drunk-as-i-like,Released,4.6,20.0,"2D, Anime, beer, Cute, Fangame, Female Protagonist, Local multiplayer, Short, Touhou",A few seconds,Windows
1297223,Realms of the Lost,Role Playing,Aukustus,Cosmic horror 3D roguelike dungeon crawler,https://aukustus.itch.io/realms-of-the-lost,In development,4.3,14.0,"3D, Dungeon Crawler, First-Person, Horror, Lovecraftian Horror, Retro, Roguelike, Turn-based, Unity",A few hours,"Windows, Linux"
1297992,optimal conditions for a sacrifice,Visual Novel,mossinasi,"mild temperature, dim sunlight, good sleeping schedule, regular fluid intake",https://mossinasi.itch.io/sacrifice,Released,4.7,102.0,"2D, Fantasy, Female Protagonist, Romance, Short, Singleplayer, Surreal, Yuri",,"Windows, macOS, Linux, Android"
1299357,Absolution: Way of the lost,Visual Novel,Navypink,"Horror VN about trauma, loss and moving on",https://navypink.itch.io/absolution,Canceled,4.8,28.0,"Atmospheric, Dark, Horror, Mental Health, Multiple Endings, Otome, Psychological Horror, Story Rich, supernatural, yandere",About an hour,"Windows, macOS, Linux"
1300773,POLAR BEAR IN SPACE! (C64),Action,Psytronik Software,"Take control of Polar Bear in his quest to run, jump and zap through various alien-infested levels collecting krystals.",https://psytronik.itch.io/polar-bear-c64,Released,4.8,12.0,"Arcade, Commodore 64, platform, Retro",,
1303261,Sweeter Yesterday,Role Playing,magicabie,"A cute, horror RPG about Reminiscing in your Childhood",https://magicabie.itch.io/sweeter-yesterday,In development,4.8,147.0,"Cute, eufree, Horror, JRPG, kawaii, pink, rpghorror, RPG Maker, rpgmakerhorror",A few minutes,Windows
1307741,An Outcry,Role Playing,Quinn K.,Harass your neighbours. Debate with birds. Smoke to survive.,https://quinnk.itch.io/an-outcry,Released,4.8,70.0,"2D, Horror, LGBTQIA, Narrative, Pixel Art, Psychological Horror, RPG Maker, Singleplayer, Story Rich",A few hours,Windows
1310137,Picokaiju,Action,spoike,"Smash, grab, and chomp with your cute kaiju until you can't anymore",https://spoike.itch.io/picokaiju,In development,4.7,53.0,"kaiju, Monsters, PICO-8, Retro, Roguelike, Roguelite, Strategy RPG, Turn-based Strategy",A few seconds,HTML5
1310391,Metal Slug Warfare *Megadrive*,Action,Studio Vetea,,https://vetea.itch.io/metal-slug-warfare-demo-megadrive,Released,4.8,13.0,"2D, gunner, megadrive, metalslug, Pixel Art",,"Windows, macOS, Linux, Android"
1313473,"Tenebra (C64 / Plus4, Amiga, Atari ST, Jaguar & 8-bit, MS-DOS, ZX Spectrum, Amstrad CPC, MSX, Commander X16 and more)",Puzzle,Haplo,An atmospheric puzzle game with rogue-like aesthetics,https://h4plo.itch.io/tenebra,Released,4.7,29.0,"Amiga, Amstrad CPC, atari, atari-st, Commodore 64, commodore-plus4, MSX, Retro, ZX Spectrum",,
1316527,Moonlit,Platformer,ZahranW,You want to see the moon,https://zahranworrell.itch.io/moonlit,Released,4.6,33.0,"Atmospheric, Cats, Metroidvania",A few hours,Windows
1317078,The Gray Ascendancy,Interactive Fiction,grayascendancy,Craft the story of a villain's amnesiac henchperson on a quest to mage restoration.,https://grayascendancy.itch.io/play,In development,4.7,253.0,"cyoa, Dark Fantasy, Fantasy, Magic, Meaningful Choices, Mystery, Romance, Story Rich, Text based",A few hours,HTML5
1324810,Scavenger of Dunomini 🤖,Puzzle,PUNKCAKE Délicieux 🥞,Match-3 Trash Pile Defender,https://punkcake.itch.io/scavenger-of-dunomini,Released,4.9,21.0,"Fast-Paced, Futuristic, High Score, match-3, Pixel Art, Sci-fi, Score Attack, Tower Defense, warios-woods",About a half-hour,"Windows, macOS, Linux"
1325173,Swordbird Song: The Iron Owl Tower,Adventure,freinicke,Follow the Bird Hero entering the lair of the Iron Owls in this short Action RPG game for Gameboy.,https://freinicke.itch.io/swordbird,Released,4.5,94.0,"2D, Action RPG, Game Boy, gb-studio, gbstudio, Homebrew, Retro, Top Down Adventure, zelda",A few minutes,HTML5
1325702,Guns GirlZ: Operation Gekkou - Retro,Visual Novel,Mister Spaceman,A fan retranslation and tool to experience the story in English when playing Guns GirlZ,https://mister-spaceman.itch.io/guns-girlz-operation-gekkou-retro,Released,4.8,19.0,"Anime, chinese, Gacha, guns-girlz, japanese, mihoyo, tool, translation, Zombies",,"Windows, macOS, Linux, Android"
1329225,Mala Petaka (Demo),Action,Sanditio Bayu,Retro 2D Arcade Shooter inspired Sci-fi FPS runs on GZDoom.,https://sanditiojitok.itch.io/mala-petaka-demo,In development,4.8,28.0,"First-Person, gzdoom, Pixel Art, Singleplayer",,Windows
1330244,Super Pickleball Adventure,Adventure,andrfw,Find and defeat the three Pickleball Lords to become the Champion of Pickleball,https://andrfw.itch.io/super-pickleball-adventure,Released,4.9,55.0,"2D, Action-Adventure, Exploration, Feel Good, Funny, Pixel Art, Singleplayer, Top-Down, Top Down Adventure",,HTML5
1330679,Sevens Deadly,Interactive Fiction,EJA,,https://ejas-writings.itch.io/sevens-deadly,In development,4.7,67.0,"Dark Fantasy, LGBT, LGBTQIA, Meaningful Choices, Romance, supernatural, Text based, Twine",,HTML5
1332375,I Wish I Were the Moon,Puzzle,Daniel Benmergui,An artgame about a love triangle inspired by Italo Calvino,https://danielben.itch.io/i-wish-i-were-the-moon,Released,4.7,162.0,"artgame, Pixel Art, Short",A few minutes,HTML5
1338127,Mothkeeper,Simulation,Moth House,Raise a nursery of moths by farming herbs,https://moth-house.itch.io/mothkeeper,Released,4.7,111.0,"1-bit, 2D, 8-Bit, Cute, Farming, Management, moth, Pixel Art, Relaxing, Virtual Pet",About a half-hour,"HTML5, Windows, macOS"
1339579,Fears to Fathom - Norwood Hitchhike,Adventure,Rayll,Second installment of the Fears to Fathom anthology,https://rayll.itch.io/fears-to-fathom-ep2,Released,4.6,86.0,"Creepy, First-Person, Horror, Singleplayer",About an hour,Windows
1341940,Doghouse 2,,tumblewed,building an even perfecter doghouse.,https://tumblewed.itch.io/doghouse-2,Released,4.6,198.0,"3D, doghouse, Horror, PSX (PlayStation)",A few minutes,"Windows, macOS, Linux"
1344124,When Twilight Strikes,Interactive Fiction,evertides,"what happens when your boss goes missing in a supernatural world? you go and find him, of course.",https://evertides.itch.io/when-twilight-strikes,In development,4.9,1069.0,"Character Customization, Dating Sim, LGBTQIA, Romance, Story Rich, Twine",A few hours,HTML5
1348193,Esper: Fugitive,Interactive Fiction,petrichor,A dystopian urban fantasy interactive fiction game,https://sereinpetrichor.itch.io/esper-fugitive,In development,4.6,184.0,"Dark Fantasy, Dystopian, Fantasy, LGBT, Romance, Text based, Twine",About a half-hour,HTML5
1348449,Luckitown,Strategy,Sokpop Collective,tower defense meets yahtzee,https://sokpop.itch.io/luckitown,Released,5.0,11.0,"Dice, Tower Defense, Turn-based, Turn-based Strategy, yahtzee",,"Windows, macOS"
1352246,Pilgrim's Peril,,Geonjaha,Roguelike Dungeon Crawler [GBC],https://geonjaha.itch.io/pilgrims-peril,Released,4.0,14.0,"analogue-pocket, dmg, Dungeon Crawler, Game Boy, Game Boy ROM, gbc, Homebrew, Medieval, Pixel Art, Roguelike",A few minutes,HTML5
1353167,Dog Wash,Simulation,Tony LindoRock,Wash a Doggo!,https://tony-lindorock.itch.io/dog-wash,Released,4.7,576.0,"2D, Casual, Cute, Dogs, Pixel Art, Relaxing, Short, Virtual Pet",A few minutes,"HTML5, Windows, macOS, Linux"
1353356,ROJO: A Spanish Horror Experience,Survival,Miguel Moreno,Explore the apartment of a fascist,https://mmorenos95.itch.io/rojo-a-spanish-horror-experience,Released,4.4,150.0,"3D, Atmospheric, Creepy, First-Person, Horror, Psychological Horror, Short, Singleplayer, spanish, Unreal Engine",,"Windows, macOS"
1359282,Sucker for Love: First Date,Visual Novel,DreadXP,Put the 'love' in 'Lovecraftian horror'! Perform terrifying rituals to win the affections of eldritch horrors,https://dreadxp.itch.io/sucker-for-love-first-date,Released,4.8,36.0,"Anime, Dating Sim, Horror, Lovecraftian Horror, Singleplayer",,
1361768,The Bit More Know Zero,Action,Zed_Technician,"The only thing worse than being stranded, is being unaware you're not alone.",https://zed-technician.itch.io/the-bit-more-know-zero,Released,4.4,49.0,"3D, Female Protagonist, First-Person, Horror, Short, Singleplayer",A few minutes,Windows
1362657,Backpack Hero,Role Playing,Thejaspel,"The inventory management roguelike! Collect rare items, organize your backpack, and vanquish your foes!",https://thejaspel.itch.io/backpack-hero,Released,4.8,2093.0,"2D, Cute, Deck Building, Dungeon Crawler, Pixel Art, Roguelike, Roguelite, Turn-based",About an hour,"HTML5, Windows, macOS, Linux"
1365045,UnDUNE II,Strategy,Paul Nicholas (Liquidream),"A demake of ""Dune 2"" - in PICO-8",https://liquidream.itch.io/undune2,Released,4.8,64.0,"8-Bit, Demake, dune2, PICO-8, Pixel Art, Real time strategy, Retro",About a half-hour,"HTML5, Windows, macOS, Linux"
1367486,FarAfter,Adventure,suitNtie,Travel back to your childhood in this GameBoy ARPG. You still remember what that feels like right?,https://suitntie22.itch.io/far-after,Released,5.0,8.0,"2D, Anime, Game Boy, gbstudio, Pixel Art, Retro, Short, Singleplayer",,HTML5
1368129,Goblet Grotto,Role Playing,thecatamites,,https://thecatamites.itch.io/goblet-grotto,Released,4.8,79.0,"caverns, caves, Frogs, goblets, meat",,"Windows, macOS, Linux"
1370318,Midnight Tales VOL.1,Adventure,616 GAMES,For lovers of 80's slasher horror.,https://616games.itch.io/midnight-tales-vol1,Released,,,"	3D, Creepy, First-Person, Gore, Horror, PSX (PlayStation), Psychological Horror, Retro, Unity",,Windows
